temperature	new_r_diff	current_r_diff	swapped
1.18113	94.7286	94.7286	1
1.17995	102.56	94.7286	0
1.17877	99.6487	94.7286	0
1.17759	102.758	94.7286	0
1.17641	101.115	94.7286	0
1.17524	102.707	94.7286	0
1.17406	103.17	94.7286	0
1.17289	103.541	94.7286	0
1.17171	103.146	94.7286	0
1.17054	103.33	94.7286	0
1.16937	102.403	94.7286	0
1.1682	94.7286	94.7286	1
1.16704	97.5621	94.7286	0
1.16587	102.3	94.7286	0
1.1647	101.226	94.7286	0
1.16354	94.7286	94.7286	1
1.16237	102.264	94.7286	0
1.16121	103.033	94.7286	0
1.16005	99.0893	94.7286	0
1.15889	103.302	94.7286	0
1.15773	94.7286	94.7286	1
1.15657	103.857	94.7286	0
1.15542	103.33	94.7286	0
1.15426	102.403	94.7286	0
1.15311	104.018	94.7286	0
1.15195	103.07	94.7286	0
1.1508	102.655	94.7286	0
1.14965	103.936	94.7286	0
1.1485	103.4	94.7286	0
1.14735	94.7286	94.7286	1
1.14621	99.5055	94.7286	0
1.14506	102.695	94.7286	0
1.14391	103.409	94.7286	0
1.14277	104.467	94.7286	0
1.14163	96.6149	94.7286	0
1.14049	102.662	94.7286	0
1.13935	101.908	94.7286	0
1.13821	100.229	94.7286	0
1.13707	94.7286	94.7286	1
1.13593	94.7286	94.7286	1
1.1348	102.522	94.7286	0
1.13366	103.657	94.7286	0
1.13253	103.134	94.7286	0
1.13139	103.484	94.7286	0
1.13026	102.831	94.7286	0
1.12913	98.9003	94.7286	0
1.128	96.8987	94.7286	0
1.12688	103.397	94.7286	0
1.12575	94.7286	94.7286	1
1.12462	103.44	94.7286	0
1.1235	94.7286	94.7286	1
1.12237	103.084	94.7286	0
1.12125	102.763	94.7286	0
1.12013	94.7286	94.7286	1
1.11901	94.7286	94.7286	1
1.11789	94.7286	94.7286	1
1.11677	103.572	94.7286	0
1.11566	99.0364	94.7286	0
1.11454	94.7286	94.7286	1
1.11343	104.194	94.7286	0
1.11231	101.617	94.7286	0
1.1112	102.325	94.7286	0
1.11009	103.005	94.7286	0
1.10898	102.951	94.7286	0
1.10787	102.701	94.7286	0
1.10676	102.781	94.7286	0
1.10566	102.331	94.7286	0
1.10455	94.7286	94.7286	1
1.10345	103.763	94.7286	0
1.10234	96.4394	94.7286	0
1.10124	103.654	94.7286	0
1.10014	99.1036	94.7286	0
1.09904	103.146	94.7286	0
1.09794	101.115	94.7286	0
1.09684	102.569	94.7286	0
1.09575	101.437	94.7286	0
1.09465	104.013	94.7286	0
1.09356	102.951	94.7286	0
1.09246	94.7286	94.7286	1
1.09137	103.763	94.7286	0
1.09028	102.59	94.7286	0
1.08919	102.984	94.7286	0
1.0881	104.013	94.7286	0
1.08701	102.514	94.7286	0
1.08592	97.1149	94.7286	0
1.08484	102.07	94.7286	0
1.08375	99.6487	94.7286	0
1.08267	94.7286	94.7286	1
1.08159	102.06	94.7286	0
1.0805	94.7286	94.7286	1
1.07942	104.366	94.7286	0
1.07834	103.936	94.7286	0
1.07727	94.7286	94.7286	1
1.07619	103.797	94.7286	0
1.07511	97.3121	94.7286	0
1.07404	103.033	94.7286	0
1.07296	102.594	94.7286	0
1.07189	94.7286	94.7286	1
1.07082	103.538	94.7286	0
1.06975	94.7286	94.7286	1
1.06868	103.596	94.7286	0
1.06761	102.856	94.7286	0
1.06654	103.135	94.7286	0
1.06548	100.142	94.7286	0
1.06441	94.7286	94.7286	1
1.06335	103.02	94.7286	0
1.06228	94.7286	94.7286	1
1.06122	103.408	94.7286	0
1.06016	102.435	94.7286	0
1.0591	100.755	94.7286	0
1.05804	103.17	94.7286	0
1.05698	98.4136	94.7286	0
1.05592	102.831	94.7286	0
1.05487	102.819	94.7286	0
1.05381	102.293	94.7286	0
1.05276	102.561	94.7286	0
1.05171	103.234	94.7286	0
1.05066	103.135	94.7286	0
1.0496	98.8886	94.7286	0
1.04855	99.283	94.7286	0
1.04751	104.429	94.7286	0
1.04646	103.484	94.7286	0
1.04541	100.704	94.7286	0
1.04437	96.8987	94.7286	0
1.04332	103.44	94.7286	0
1.04228	101.226	94.7286	0
1.04124	103.495	94.7286	0
1.0402	94.7286	94.7286	1
1.03916	102.662	94.7286	0
1.03812	103.23	94.7286	0
1.03708	102.701	94.7286	0
1.03604	101.937	94.7286	0
1.03501	94.7286	94.7286	1
1.03397	103.023	94.7286	0
1.03294	94.7286	94.7286	1
1.0319	104.016	94.7286	0
1.03087	104.217	94.7286	0
1.02984	94.7286	94.7286	1
1.02881	103.522	94.7286	0
1.02778	94.7286	94.7286	1
1.02675	102.467	94.7286	0
1.02573	94.7286	94.7286	1
1.0247	102.948	94.7286	0
1.02368	102.173	94.7286	0
1.02265	100.729	94.7286	0
1.02163	97.1149	94.7286	1
1.02061	105.318	97.1149	0
1.01959	106.104	97.1149	0
1.01857	105.795	97.1149	0
1.01755	96.3649	97.1149	1
1.01653	104.613	96.3649	0
1.01552	104.687	96.3649	0
1.0145	96.3649	96.3649	1
1.01349	96.3649	96.3649	1
1.01247	104.158	96.3649	0
1.01146	104.66	96.3649	0
1.01045	104.814	96.3649	0
1.00944	101.865	96.3649	0
1.00843	99.1984	96.3649	0
1.00742	104.081	96.3649	0
1.00641	96.3649	96.3649	1
1.00541	105.579	96.3649	0
1.0044	105.436	96.3649	0
1.0034	103.028	96.3649	0
1.00239	99.6984	96.3649	0
1.00139	105.072	96.3649	0
1.00039	96.3649	96.3649	1
